y,m,d,Rainfall,Snowfall,SNO,SNOmlt,Tsnow,Pn,Ps,Pr,En,Es,S,R,Q1,Q9,Qr,Qd,Qsim,Qobs
1981,3,26,14.050,0.000,0.000,0.000,5.600,14.050,6.227,8.173,0.000,0.000,364.272,42.987,0.447,5.789,1.874,0.000,1.874,5.00
1981,3,27,0.300,0.000,0.000,0.000,6.000,0.000,0.000,0.346,0.330,0.266,363.659,42.842,0.535,2.469,1.839,0.000,1.839,3.80
1981,3,28,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.343,0.560,0.451,362.866,40.945,0.050,0.309,1.440,0.000,1.440,2.84
1981,3,29,0.090,0.000,0.000,0.000,8.400,0.000,0.000,0.339,0.470,0.378,362.149,39.421,0.034,0.306,1.176,0.000,1.176,2.67
1981,3,30,1.710,0.000,0.000,0.000,7.400,1.530,0.678,1.193,0.000,0.000,362.486,38.631,0.064,0.838,1.057,0.000,1.057,2.46
1981,3,31,2.050,0.000,0.000,0.000,7.600,1.980,0.876,1.448,0.000,0.000,363.018,38.318,0.126,1.233,1.012,0.000,1.012,2.32
1981,4,1,0.010,0.000,0.000,0.000,9.500,0.000,0.000,0.341,0.120,0.097,362.580,37.507,0.106,0.612,0.905,0.000,0.905,2.37
1981,4,2,0.000,0.000,0.000,0.000,8.400,0.000,0.000,0.338,0.360,0.289,361.953,36.542,0.036,0.305,0.789,0.000,0.789,2.15
1981,4,3,0.010,0.000,0.000,0.000,8.900,0.000,0.000,0.336,0.100,0.080,361.536,35.707,0.034,0.303,0.700,0.000,0.700,2.09
1981,4,4,0.910,0.000,0.000,0.000,8.200,0.510,0.227,0.619,0.000,0.000,361.427,35.138,0.043,0.479,0.644,0.000,0.644,1.90
1981,4,5,9.090,0.000,0.000,0.000,5.600,9.090,4.007,5.437,0.000,0.000,365.080,37.426,0.228,3.565,0.894,0.000,0.894,2.21
1981,4,6,4.650,0.000,0.000,0.000,7.500,4.250,1.859,2.752,0.000,0.000,366.578,39.047,0.441,3.217,1.118,0.000,1.118,2.01
1981,4,7,0.000,0.000,0.000,0.000,8.600,0.000,0.000,0.355,0.990,0.801,365.422,38.444,0.197,0.980,1.030,0.000,1.030,1.80
1981,4,8,0.610,0.000,0.000,0.000,8.700,0.000,0.000,0.353,0.100,0.081,364.989,37.352,0.040,0.318,0.885,0.000,0.885,1.64
1981,4,9,0.910,0.000,0.000,0.000,8.000,0.180,0.079,0.452,0.000,0.000,364.716,36.476,0.039,0.380,0.782,0.000,0.782,1.45
1981,4,10,0.000,0.000,0.000,0.000,8.900,0.000,0.000,0.345,1.160,0.935,363.436,35.683,0.041,0.340,0.697,0.000,0.697,1.35
1981,4,11,0.000,0.000,0.000,0.000,9.700,0.000,0.000,0.339,1.350,1.086,362.012,34.959,0.035,0.307,0.627,0.000,0.627,1.26
1981,4,12,0.000,0.000,0.000,0.000,11.100,0.000,0.000,0.331,1.630,1.307,360.373,34.314,0.034,0.300,0.569,0.000,0.569,1.24
1981,4,13,0.100,0.000,0.000,0.000,11.600,0.000,0.000,0.323,1.880,1.503,358.547,33.733,0.033,0.293,0.521,0.000,0.521,1.32
1981,4,14,0.500,0.000,0.000,0.000,11.200,0.000,0.000,0.316,1.520,1.212,357.019,33.207,0.032,0.286,0.481,0.000,0.481,1.30
1981,4,15,3.670,0.000,0.000,0.000,10.300,1.920,0.865,1.373,0.000,0.000,357.566,33.346,0.068,0.944,0.491,0.000,0.491,1.28
1981,4,16,2.100,0.000,0.000,0.000,9.300,0.000,0.000,0.316,0.340,0.271,356.980,33.128,0.099,0.576,0.475,0.000,0.475,1.23
1981,4,17,0.000,0.000,0.000,0.000,4.500,0.000,0.000,0.306,2.370,1.884,354.790,32.654,0.033,0.278,0.441,0.000,0.441,1.17
1981,4,18,0.380,0.000,0.000,0.000,1.200,0.000,0.000,0.300,1.370,1.085,353.404,32.218,0.030,0.272,0.412,0.000,0.412,1.08
1981,4,19,0.930,0.000,0.000,0.000,2.100,0.000,0.000,0.298,0.240,0.190,352.916,31.818,0.030,0.269,0.386,0.000,0.386,1.03
1981,4,20,3.830,0.000,0.000,0.000,3.900,2.610,1.192,1.720,0.000,0.000,353.806,32.288,0.079,1.156,0.416,0.000,0.416,0.96
1981,4,21,0.350,0.000,0.000,0.000,5.100,0.000,0.000,0.296,1.390,1.099,352.411,32.249,0.120,0.659,0.414,0.000,0.414,0.93
1981,4,22,0.000,0.000,0.000,0.000,5.700,0.000,0.000,0.288,2.140,1.687,350.436,31.839,0.032,0.261,0.387,0.000,0.387,0.89
1981,4,23,0.070,0.000,0.000,0.000,4.900,0.000,0.000,0.283,1.110,0.873,349.280,31.460,0.029,0.256,0.364,0.000,0.364,0.84
1981,4,24,0.000,0.000,0.000,0.000,6.200,0.000,0.000,0.275,2.080,1.631,347.374,31.106,0.028,0.250,0.344,0.000,0.344,0.77
1981,4,25,0.780,0.000,0.000,0.000,7.900,0.000,0.000,0.271,1.140,0.891,346.212,30.776,0.027,0.245,0.326,0.000,0.326,0.67
1981,4,26,5.400,0.000,0.000,0.000,7.200,2.260,1.056,1.478,0.000,0.000,346.993,31.185,0.069,0.998,0.348,0.000,0.348,0.61
1981,4,27,9.130,0.000,0.000,0.000,2.000,7.580,3.512,4.354,0.000,0.000,350.219,33.552,0.245,3.126,0.507,0.000,0.507,0.87
1981,4,28,9.570,0.000,0.000,0.000,2.300,8.450,3.871,4.881,0.000,0.000,353.788,36.670,0.448,4.248,0.804,0.123,0.926,1.08
1981,4,29,4.780,0.000,0.000,0.000,2.800,3.800,1.728,2.380,0.000,0.000,355.208,38.078,0.400,2.831,0.979,0.000,0.979,0.81
1981,4,30,1.060,0.000,0.000,0.000,6.200,0.000,0.000,0.306,0.230,0.183,354.720,37.512,0.171,0.847,0.905,0.000,0.905,0.78
1981,5,1,16.810,0.000,0.000,0.000,7.000,15.710,7.038,9.008,0.000,0.000,361.421,41.243,0.336,5.709,1.497,0.000,1.497,1.73
1981,5,2,12.520,0.000,0.000,0.000,4.700,11.320,4.978,6.699,0.000,0.000,366.042,44.867,0.804,6.666,2.371,0.133,2.505,2.60
1981,5,3,3.440,0.000,0.000,0.000,3.600,2.230,0.974,1.617,0.000,0.000,366.655,44.545,0.498,2.856,2.278,0.000,2.278,1.47
1981,5,4,10.360,0.000,0.000,0.000,3.600,8.640,3.741,5.277,0.000,0.000,370.018,44.997,0.298,3.740,2.410,0.000,2.410,1.20
1981,5,5,10.820,0.000,0.000,0.000,2.600,9.360,4.002,5.754,0.000,0.000,373.624,46.305,0.537,5.047,2.830,0.000,2.830,1.40
1981,5,6,1.800,0.000,0.000,0.000,4.100,0.770,0.328,0.839,0.000,0.000,373.555,44.999,0.404,2.110,2.410,0.000,2.410,1.58
1981,5,7,0.000,0.000,0.000,0.000,9.800,0.000,0.000,0.381,3.220,2.630,370.545,42.742,0.077,0.469,1.816,0.000,1.816,1.34
1981,5,8,0.250,0.000,0.000,0.000,10.600,0.000,0.000,0.371,1.840,1.497,368.677,40.889,0.039,0.337,1.430,0.000,1.430,1.23
1981,5,9,0.010,0.000,0.000,0.000,12.800,0.000,0.000,0.354,3.860,3.126,365.197,39.390,0.037,0.323,1.171,0.000,1.171,0.95
1981,5,10,0.010,0.000,0.000,0.000,14.500,0.000,0.000,0.336,4.150,3.341,361.520,38.139,0.035,0.308,0.988,0.000,0.988,0.75
1981,5,11,10.010,0.000,0.000,0.000,10.200,8.000,3.529,4.823,0.000,0.000,364.697,39.538,0.189,3.104,1.195,0.000,1.195,1.03
1981,5,12,7.610,0.000,0.000,0.000,9.400,5.120,2.240,3.241,0.000,0.000,366.577,40.884,0.419,3.353,1.429,0.000,1.429,0.88
1981,5,13,12.490,0.000,0.000,0.000,8.500,11.360,4.907,6.836,0.000,0.000,371.101,43.417,0.452,5.161,1.978,0.000,1.978,1.07
1981,5,14,2.160,0.000,0.000,0.000,9.600,0.680,0.292,0.771,0.000,0.000,371.010,43.083,0.466,2.366,1.897,0.000,1.897,0.89
1981,5,15,1.960,0.000,0.000,0.000,10.600,0.000,0.000,0.377,0.840,0.684,369.948,41.251,0.075,0.448,1.499,0.000,1.499,0.88
1981,5,16,8.240,0.000,0.000,0.000,11.200,4.600,1.977,3.009,0.000,0.000,371.539,41.095,0.130,1.983,1.469,0.000,1.469,0.78
1981,5,17,13.430,0.000,0.000,0.000,9.100,11.250,4.776,6.883,0.000,0.000,375.906,43.548,0.430,5.127,2.011,0.000,2.011,0.74
1981,5,18,0.070,0.000,0.000,0.000,12.000,0.000,0.000,0.390,3.740,3.065,372.450,43.001,0.456,2.141,1.877,0.000,1.877,0.70
1981,5,19,0.160,0.000,0.000,0.000,14.600,0.000,0.000,0.373,3.660,2.983,369.094,41.097,0.051,0.341,1.469,0.000,1.469,0.69
1981,5,20,0.000,0.000,0.000,0.000,16.900,0.000,0.000,0.354,4.290,3.476,365.264,39.560,0.037,0.324,1.198,0.000,1.198,0.68
1981,5,21,1.110,0.000,0.000,0.000,17.900,0.000,0.000,0.341,2.910,2.345,362.578,38.284,0.035,0.311,1.008,0.000,1.008,0.69
1981,5,22,10.800,0.000,0.000,0.000,11.400,9.390,4.121,5.628,0.000,0.000,366.340,40.089,0.218,3.608,1.286,0.000,1.286,1.01
1981,5,23,0.050,0.000,0.000,0.000,12.200,0.000,0.000,0.345,3.320,2.679,363.316,39.981,0.369,1.767,1.268,0.000,1.268,0.76
1981,5,24,10.550,0.000,0.000,0.000,11.100,9.280,4.063,5.580,0.000,0.000,367.016,41.425,0.226,3.579,1.533,0.000,1.533,1.18
1981,5,25,10.380,0.000,0.000,0.000,11.100,7.950,3.440,4.888,0.000,0.000,370.078,43.368,0.524,4.590,1.966,0.000,1.966,0.91
1981,5,26,21.200,0.000,0.000,0.000,8.600,20.030,8.473,11.978,0.000,0.000,378.130,47.943,0.736,8.826,3.451,0.000,3.451,2.00
1981,5,27,25.370,0.000,0.000,0.000,6.300,23.670,9.693,14.453,0.000,0.000,387.347,52.897,1.270,12.325,6.236,0.134,6.371,14.18
1981,5,28,2.810,0.000,0.000,0.000,10.100,0.000,0.000,0.471,0.280,0.234,386.642,50.746,0.956,4.278,4.826,0.000,4.826,5.05
1981,5,29,6.830,0.000,0.000,0.000,12.300,4.450,1.799,3.130,0.000,0.000,387.962,47.979,0.166,2.084,3.466,0.000,3.466,4.08
1981,5,30,0.570,0.000,0.000,0.000,15.200,0.000,0.000,0.461,2.910,2.431,385.070,45.445,0.215,1.151,2.547,0.000,2.547,2.61
1981,5,31,0.650,0.000,0.000,0.000,16.900,0.000,0.000,0.441,3.550,2.951,381.678,43.024,0.051,0.403,1.882,0.000,1.882,1.87
1981,6,1,0.200,0.000,0.000,0.000,18.300,0.000,0.000,0.420,4.130,3.414,377.844,41.151,0.043,0.384,1.479,0.000,1.479,1.63
1981,6,2,0.000,0.000,0.000,0.000,19.500,0.000,0.000,0.397,4.550,3.738,373.708,39.638,0.041,0.364,1.211,0.000,1.211,1.47
1981,6,3,1.520,0.000,0.000,0.000,18.800,0.000,0.000,0.389,1.400,1.145,372.174,38.385,0.039,0.352,1.022,0.000,1.022,1.37
1981,6,4,12.070,0.000,0.000,0.000,11.200,9.060,3.846,5.622,0.000,0.000,375.612,40.179,0.220,3.617,1.302,0.000,1.302,1.45
1981,6,5,0.770,0.000,0.000,0.000,12.600,0.000,0.000,0.396,2.160,1.771,373.446,40.079,0.371,1.797,1.285,0.000,1.285,1.29
1981,6,6,0.040,0.000,0.000,0.000,15.000,0.000,0.000,0.377,4.000,3.265,369.804,38.744,0.049,0.344,1.073,0.000,1.073,1.08
1981,6,7,5.770,0.000,0.000,0.000,16.300,2.450,1.056,1.775,0.000,0.000,370.480,38.394,0.086,1.212,1.023,0.000,1.023,1.30
1981,6,8,1.220,0.000,0.000,0.000,16.100,0.000,0.000,0.377,0.400,0.326,369.777,37.671,0.126,0.724,0.926,0.000,0.926,1.00
1981,6,9,21.540,0.000,0.000,0.000,17.700,18.320,7.771,10.964,0.000,0.000,377.133,42.395,0.408,6.950,1.737,0.000,1.737,1.99
1981,6,10,3.540,0.000,0.000,0.000,13.900,1.880,0.789,1.508,0.000,0.000,377.505,43.597,0.748,3.964,2.024,0.010,2.033,6.72
1981,6,11,0.000,0.000,0.000,0.000,17.600,0.000,0.000,0.396,4.320,3.548,373.560,41.830,0.131,0.663,1.616,0.000,1.616,2.35
1981,6,12,3.310,0.000,0.000,0.000,17.900,0.000,0.000,0.391,0.850,0.695,372.475,40.177,0.042,0.353,1.301,0.000,1.301,1.81
1981,6,13,3.620,0.000,0.000,0.000,15.400,1.230,0.526,1.096,0.000,0.000,372.609,39.214,0.064,0.792,1.144,0.000,1.144,1.75
1981,6,14,0.000,0.000,0.000,0.000,17.400,0.000,0.000,0.371,4.350,3.545,368.693,38.191,0.083,0.534,0.995,0.000,0.995,1.46
1981,6,15,0.000,0.000,0.000,0.000,19.500,0.000,0.000,0.351,4.700,3.804,364.538,37.140,0.038,0.321,0.859,0.000,0.859,1.43
1981,6,16,13.460,0.000,0.000,0.000,15.700,11.220,4.882,6.711,0.000,0.000,369.047,39.736,0.256,4.287,1.227,0.000,1.227,1.44
1981,6,17,5.050,0.000,0.000,0.000,10.800,2.440,1.054,1.762,0.000,0.000,369.725,40.702,0.487,2.950,1.395,0.000,1.395,1.35
1981,6,18,18.860,0.000,0.000,0.000,7.500,16.330,6.942,9.799,0.000,0.000,376.256,44.422,0.465,6.604,2.244,0.000,2.244,10.13
1981,6,19,5.200,0.000,0.000,0.000,8.500,2.240,0.943,1.711,0.000,0.000,376.785,44.931,0.684,3.769,2.390,0.000,2.390,12.09
1981,6,20,0.040,0.000,0.000,0.000,10.700,0.000,0.000,0.398,3.140,2.578,373.810,42.894,0.141,0.720,1.852,0.000,1.852,4.44
1981,6,21,16.940,0.000,0.000,0.000,9.500,14.390,6.040,8.778,0.000,0.000,379.422,45.234,0.333,5.590,2.481,0.000,2.481,4.48
1981,6,22,4.440,0.000,0.000,0.000,8.700,1.340,0.558,1.211,0.000,0.000,379.551,45.056,0.599,3.176,2.427,0.000,2.427,4.42
1981,6,23,0.460,0.000,0.000,0.000,11.300,0.000,0.000,0.418,1.980,1.634,377.499,42.887,0.108,0.595,1.850,0.000,1.850,2.78
